URL,titolo,sorgente,pubDate,ISODate
http://pti.regione.sicilia.it/portal/page/portal/819B65C5D88E83AEE050060A010256EB,[La Regione informa] Al via dalla Sicilia la campagna di prevenzione malattie cardiovascolari,La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/819B9CD29F8C74D8E050060A01027449,"[La Regione informa] Sisma Etna: Falcone, Regione al lavoro per imprese, centri storici e viabilità",La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198263491,[Dipartimento del lavoro] Dirigente Generale - Comunicato prot. n. 7884 del 11/02/2019,Dipartimento del lavoro,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198265667,[Dipartimento del lavoro] D.A. N. 7 DEL 07/02/2019 - ISCRIZIONE LISTA AI SENSI DELL'ART. 64 COMMA 6 L.R. 8/05/2018 N. 8,Dipartimento del lavoro,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198265476,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12256 del 07/02/2019 Avviso pubblico 6_2018 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198263318,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12254 del 07/02/2019 Avviso pubblico 3_2018 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198263245,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12273 del 07/02/2019 Avviso pubblico 25_2018 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198263205,[Fondo Pensioni Sicilia] Regolamentazione rapporti con l'utenza richieste di informazioni telefoniche,Fondo Pensioni Sicilia,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198263178,[Dipartimento dell'istruzione e della formazione professionale] DDG 229 del 07/02/2019,Dipartimento dell'istruzione e della formazione professionale,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198265518,[UREGAPA] AVVISO - SORTEGGIO COMPONENTI ESPERTI COMMISSIONE GARA (EX ART. 8 L.R. 12/2011) - S.A. COMUNE DI PALERMO,UREGAPA,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198265686,[Dipartimento della protezione civile] Avviso del 11.02.2019,Dipartimento della protezione civile,"Mon, 11 Feb 2019 02:00:00 +0100",20190211
http://pti.regione.sicilia.it/portal/page/portal/818D509B330AC685E050060A0202796C,[Il Presidente] Turismo Inaugurato stand Sicilia a Bit Milano,Il Presidente,"Sun, 10 Feb 2019 12:10:00 +0100",20190210
http://pti.regione.sicilia.it/portal/page/portal/81792BED6500BD54E050060A02021D01,[Il Presidente] Turismo Per la Sicilia alla Bit 2019 lo spazio più grande,Il Presidente,"Sat, 09 Feb 2019 12:00:00 +0100",20190209
http://pti.regione.sicilia.it/portal/page/portal/8171B0D11025FD54E050060A01024D6D,"[Il Presidente] Uva da tavola Danni per duecento milioni, Musumeci scrive al ministro",Il Presidente,"Sat, 09 Feb 2019 12:00:00 +0100",20190209
http://pti.regione.sicilia.it/portal/page/portal/815EB96C4B84C7BBE050060A020263E8,[Il Presidente] Aree rurali Riqualificazione dei borghi di Libertinia e Pietro Lupo,Il Presidente,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/8164D6D4D99F13B4E050060A020253BC,"[La Regione informa] Pantelleria, via alla gara per consolidare costoni rocciosi su acque termali",La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/8164EAEFA746BEAFE050060A0102126A,[La Regione informa] Sopralluogo all' ospedale San Marco,La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/8164C1132AD554CBE050060A02022C1C,"[La Regione informa] Fruit Logistica, la Sicilia tra i padiglioni più apprezzati",La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/8164933B0DC2A5DEE050060A02020574,[La Regione informa] Tempi certi per il recupero della spiaggia di Eraclea Minoa,La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/815FE7CBC1134740E050060A02022E4D,[La Regione informa] La Sicilia protagonista del Salon des Vacances,La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/815FED11CF7E8981E050060A01022A40,"[La Regione informa] Ue, Armao eletto presidente dell'Intergruppo regionale per l'insularità",La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/815F4CD222A59B2BE050060A01021B30,"[La Regione informa] Bonifica ""Acqua dei Corsari"", 11 milioni dalla Regione",La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/815F140A4D007760E050060A01020990,"[La Regione informa] Impianti di depurazione, interventi per evitare sanzioni Ue",La Regione informa,"Fri, 08 Feb 2019 12:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/814DFE608FEA79B7E050060A0102106B,"[Il Presidente] Sanità, sbloccati i concorsi in Sicilia Nei prossimi tre anni previste cinquemila assunzioni",Il Presidente,"Thu, 07 Feb 2019 12:00:00 +0100",20190207
http://pti.regione.sicilia.it/portal/page/portal/814AE3429992FE52E050060A01020B4A,"[La Regione informa] Metro Catania - aeroporto, governo al lavoro per i fondi Ue",La Regione informa,"Thu, 07 Feb 2019 12:00:00 +0100",20190207
http://pti.regione.sicilia.it/portal/page/portal/814ABD09FB085DE8E050060A01024ADA,[La Regione informa] Efficientamento energetico: diffida per i comuni ritardatari,La Regione informa,"Thu, 07 Feb 2019 12:00:00 +0100",20190207
http://pti.regione.sicilia.it/portal/page/portal/814A8799763777B5E050060A01023BF0,[La Regione informa] Insediato comitato per il Piano territoriale regionale,La Regione informa,"Thu, 07 Feb 2019 12:00:00 +0100",20190207
http://pti.regione.sicilia.it/portal/page/portal/80D7F23E0F21D32EE050060A020214DF,[Il Presidente] Alluvioni Sicilia orientale Approvato piano di interventi straordinari da 5 mln,Il Presidente,"Wed, 06 Feb 2019 12:00:00 +0100",20190206
http://pti.regione.sicilia.it/portal/page/portal/813BE4045CC101B9E050060A01025088,[La Regione informa] Accordo con i G.A.L. per promuovere la cultura,La Regione informa,"Wed, 06 Feb 2019 12:00:00 +0100",20190206
http://pti.regione.sicilia.it/portal/page/portal/81393F8C1F52AE10E050060A02023C0B,[La Regione informa] La Sicilia protagonista a Fruit Logistica,La Regione informa,"Wed, 06 Feb 2019 12:00:00 +0100",20190206
http://pti.regione.sicilia.it/portal/page/portal/8138736254A61DF4E050060A02026CF3,"[La Regione informa] Aree interne, assegnati 32 mln a Val Simeto",La Regione informa,"Wed, 06 Feb 2019 12:00:00 +0100",20190206
http://pti.regione.sicilia.it/portal/page/portal/813774898DE2897CE050060A02021B0C,"[La Regione informa] Amministrative: Grasso, 28 aprile scelta obbligata",La Regione informa,"Wed, 06 Feb 2019 12:00:00 +0100",20190206
http://pti.regione.sicilia.it/portal/page/portal/8112DA4D174856A3E050060A010252F5,[La Regione informa] Stanziati 17 milioni per gli asili nido comunali,La Regione informa,"Mon, 04 Feb 2019 12:00:00 +0100",20190204
http://pti.regione.sicilia.it/portal/page/portal/81365C9FC1E5646EE050060A01027D94,[Il Presidente] Via libera al piano contro la povertà 42 milioni di euro le risorse disponibili,Il Presidente,"Fri, 01 Feb 2019 12:00:00 +0100",20190201
http://pti.regione.sicilia.it/portal/page/portal/80D0F7810CC47DD2E050060A02027B08,[Il Presidente] Convocato tavolo per continuità territoriale Tariffe aeree priorità del governo Musumeci,Il Presidente,"Fri, 01 Feb 2019 12:00:00 +0100",20190201
http://pti.regione.sicilia.it/portal/page/portal/80D86957A8D4BC66E050060A01020904,[La Regione informa] Oltre 100 milioni per sette città,La Regione informa,"Fri, 01 Feb 2019 12:00:00 +0100",20190201
http://pti.regione.sicilia.it/portal/page/portal/80D842CB9323DDC5E050060A01023003,[La Regione informa] L'Annunciata va a Milano,La Regione informa,"Fri, 01 Feb 2019 12:00:00 +0100",20190201
http://pti.regione.sicilia.it/portal/page/portal/80C286D48FA44560E050060A01025775,"[Il Presidente] Ex FIAT, nuovo appello al governo nazionale La Regione si fa portavoce delle istanze dei lavoratori",Il Presidente,"Thu, 31 Jan 2019 12:00:00 +0100",20190131
http://pti.regione.sicilia.it/portal/page/portal/80BD1EC30CC7F8D8E050060A02021B41,[La Regione informa] Via all'istituzione di tutti i parchi archeologici,La Regione informa,"Thu, 31 Jan 2019 12:00:00 +0100",20190131
http://pti.regione.sicilia.it/portal/page/portal/80AED8A5762372FAE050060A010246FC,[Il Presidente] Diga Pietrarossa: firmato accordo con il ministero Sbloccate le risorse per il completamento,Il Presidente,"Wed, 30 Jan 2019 12:00:00 +0100",20190130
http://pti.regione.sicilia.it/portal/page/portal/80B002E6CD3CBD90E050060A0102193E,[La Regione informa] Assessore per un giorno: candidature sino a venerdì 1 marzo,La Regione informa,"Wed, 30 Jan 2019 12:00:00 +0100",20190130
http://pti.regione.sicilia.it/portal/page/portal/809D5C3F5A55B520E050060A010271B8,[Il Presidente] Dirigenza più snella Via 232 postazioni,Il Presidente,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/8095FE85E09CB6AFE050060A01021C99,[Il Presidente] Dopo 12 anni rinnovato il contratto per il personale,Il Presidente,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/809B4F11FA98F0C0E050060A02022651,"[La Regione informa] Genio civile e Urega, cambiano i vertici",La Regione informa,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/8099FB16A658A6EFE050060A02020B8E,"[La Regione informa] Pronto soccorso, Razza scrive a commissari Aziende",La Regione informa,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/8097CA9E5AEC997CE050060A020235CF,[La Regione informa] A Mistretta si sistema il centro storico,La Regione informa,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/8096F15727B6AA08E050060A02020AE8,[La Regione informa] Si ridisegna la rete scolastica,La Regione informa,"Tue, 29 Jan 2019 12:00:00 +0100",20190129
http://pti.regione.sicilia.it/portal/page/portal/8088FA8E3A39ACDEE050060A010203AF,[Il Presidente] Trentotto assunzioni all'Agenzia regionale per l'ambiente,Il Presidente,"Mon, 28 Jan 2019 12:00:00 +0100",20190128
http://pti.regione.sicilia.it/portal/page/portal/8059AF9A442746DFE050060A020268E8,[Il Presidente] Dopo 10 anni ripartono in sicilia gli scavi archeologici,Il Presidente,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/804B3DB719198166E050060A0102415D,[La Regione informa] Violenza sulle donne: finanziati 31 sportelli d'ascolto,La Regione informa,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/8058ECB02B250E53E050060A01023C0B,"[La Regione informa] Danni in agricoltura, attivato fondo di solidarietà",La Regione informa,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/8057D8265CF93336E050060A01021C8C,[La Regione informa] Allattamento al seno: Sicilia protagonista alla conferenza promossa dal ministero,La Regione informa,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/8059E70E6A8DDA15E050060A01027543,[La Regione informa] Riparte la stagione sciistica di Piano Battaglia,La Regione informa,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/8058E24FD5197DDBE050060A02025E52,[La Regione informa] Inaugurazione metanodotto a Fiumedinisi,La Regione informa,"Sat, 26 Jan 2019 12:00:00 +0100",20190126
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198259158,"[Dipartimento dell'ambiente] Convocazione prima Conferenza di Servizi del 14 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D.Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Sat, 09 Feb 2019 02:00:00 +0100",20190209
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198257548,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12265 del 07/02/2019 Avviso pubblico 24_2018 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198255542,[Dipartimento del lavoro] Servizio II - Decreto Dirigente Generale n. 240 del 08/02/2019,Dipartimento del lavoro,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198257489,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12260 del 07/02/2019 Avviso pubblico 23_2018 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198255427,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12248 del 07/02/2019 Avviso pubblico 15_2017 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198255417,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12244 del 07/02/2019 Avviso pubblico 14_2017 _ Recapiti e-mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198255384,[Fondo Pensioni Sicilia] Approvato lo schema tipo di accordo fra Fps e enti di patronato,Fondo Pensioni Sicilia,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198255366,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12242 del 07/02/2019 Avviso pubblico 13_2017 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198257329,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12241 del 07/02/2019 Avviso pubblico 12_2017 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198257316,[Dipartimento dell'istruzione e della formazione professionale] Comunicato 12240 del 07/02/2019 Avviso pubblico 9_2016 _ Recapiti e_mail da utilizzare per le trasmissioni documentali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 08 Feb 2019 02:00:00 +0100",20190208
